Contact__c,Min_IT_Loan_ID__c,Opp_Number__c,Id,AccountID,Number_Of_Loans_Granted__c,Num_Of_Loans_Paid__c,Purpose_of_Loan__c,Total_Repayments__c,Amount,Term_in_Weeks__c,Payment_Frequency__c,StageName,userId,loanId,count,LoanIdFormat
0030K00001qRoAiQAK,825852,4353654,0062x00000D0p7sAAB,0010K000022or3YQAQ,10,6.0,Living Expenses,10,300,10.143,Weekly,Loan Paid,677,3369,2.0,8
0030K00001l4wALQAY,825836,4353567,0062x00000D0p0SAAR,0010K00001y9MtTQAU,9,6.0,Travel Expenses,14,1400,14.286,Weekly,Loan Paid,2033,2078,3.0,8
0032x00000GcGeCAAV,825790,4353328,0062x00000D0ohkAAB,0012x00000MiPsgAAF,12,8.0,Furniture or Appliances,10,200,10.286,Weekly,Loan Paid,1676,3580,4.0,8
0032x00000G7gyKAAR,825827,4353192,0062x00000D0oWmAAJ,0012x00000MhhTQAAZ,8,6.0,Living Expenses,14,600,14.429,Weekly,Loan Paid,2294,701,4.0,8
0032x00000Ip4Y5AAJ,825742,4353000,0062x00000D0oE0AAJ,0012x00000Px0lMAAR,12,6.0,Living Expenses,14,1000,14.286,Weekly,Loan Paid,178,2194,0.0,8
0030K00001ojOwbQAE,825730,4352918,0062x00000D0oA7AAJ,0010K000021UzSpQAK,11,6.0,Living Expenses,10,500,10.429,Weekly,Loan Paid,2046,988,1.0,8
0032x00000B5DFOAA3,825694,4352543,0062x00000D0neBAAR,0012x00000G2s2SAAR,36,29.0,Living Expenses,14,900,14.286,Weekly,Loan Paid,23,1413,22.0,8
0032x000001k1N2AAI,825812,4352520,0062x00000D0ncKAAR,0012x000002b62cAAA,10,4.0,Other,14,1000,14.286,Weekly,Loan Paid,2731,3629,-2.0,8
00328000019uspzAAA,993285,5905674,0062x00000ECtaIAAT,0012800001SDU3DAAX,62,60.0,Vehicle Expenses,18,1300,35.857,Fortnightly,Loan Paid,862,733,58.0,10
0030K0000200H2LQAU,1028132,6584145,0062x00000EwNKkAAN,0010K000027zj4PQAQ,6,4.0,Relocation Expenses,18,1050,36.286,Fortnightly,Loan Paid,1142,1486,2.0,10
0032x00000OvFkGAAV,1020654,6439532,0062x00000EdijiAAB,0012x00000XOKDEAA5,6,4.0,Medical Expenses,18,650,36.429,Fortnightly,Loan Paid,1765,3041,2.0,10
0032x000004u3yNAAQ,1006684,6165831,0062x00000ENKikAAH,0012x000008JsaVAAS,30,26.0,Travel Expenses,26,700,25.714,Weekly,Loan Paid,2693,331,22.0,11
00328000019usmJAAQ,865210,4682136,0062x00000DFiEyAAL,0012800001SDTzcAAH,30,28.0,Vehicle Expenses,18,1000,18.429,Weekly,Loan Paid,180,2104,26.0,11
0032x000001jtriAAA,5163575,5385181,0062x00000DUiD5AAL,0012x000002ayrVAAQ,28,26.0,Life Event Expenses,23,1300,23.0,Weekly,Loan Paid,1700,1144,24.0,11
0030K00001qD5f5QAC,857592,4628200,0062x00000DAOvdAAH,0010K000022PKrdQAG,28,27.0,Life Event Expenses,18,600,18.143,Weekly,Loan Paid,2075,500,26.0,11
0030K00001SD29jQAD,1003171,6104843,0062x00000EMRyDAAX,0010K00001hUfXcQAK,27,26.0,Life Event Expenses,19,500,19.0,Weekly,Loan Paid,2247,2003,25.0,11
0030K00001T67vJQAR,1053286,7086735,0062x00000F3tFbAAJ,0010K00001iJAqZQAW,23,21.0,Vehicle Expenses,18,1000,18.429,Weekly,Loan Paid,838,2732,19.0,11
0032x00000D319hAAB,1045401,6913008,0062x00000F1gPaAAJ,0012x00000INWLjAAP,9,7.0,Travel Expenses,18,500,17.714,Weekly,Loan Paid,2108,4073,5.0,11
0032x000002dfTIAAY,1043023,6858351,0062x00000F08JyAAJ,0012x000003Eo2ZAAS,6,4.0,Vehicle Expenses,20,1000,20.0,Weekly,Loan Paid,2370,608,2.0,11
0030K00001oaHSDQA2,1042328,6852435,0062x00000F03bSAAR,0010K000021ETjiQAG,20,19.0,Vehicle Expenses,23,500,22.714,Weekly,Loan Paid,2852,3896,18.0,11
0032x00000U3YV4AAN,1037608,6770520,0062x00000EytqbAAB,0012x00000dzvLHAAY,6,4.0,Travel Expenses,20,1000,19.857,Weekly,Loan Paid,2791,3720,2.0,11
0032x00000WH2E1AAL,1030750,6629992,0062x00000Ewz0uAAB,0012x00000g7jh7AAA,7,4.0,Other Expenses,20,1000,20.429,Weekly,Loan Paid,1253,1646,1.0,11
0032x000002SxxQAAS,1029351,6601786,0062x00000EwcccAAB,0012x000003DCoOAAW,6,4.0,Vehicle Expenses,25,500,25.0,Weekly,Loan Paid,1458,234,2.0,11
0030K00001bqq9EQAQ,1027091,6559092,0062x00000Ew4mKAAR,0010K00001rIrjYQAS,8,6.0,Vehicle Expenses,19,1250,19.571,Weekly,Loan Paid,1539,109,4.0,11
0032x00000HGqGlAAL,1023502,6484601,0062x00000EeNkFAAV,0012x00000NxHIOAA3,12,10.0,Relocation Expenses,18,1000,18.286,Weekly,Loan Paid,495,4198,8.0,11
0032x000004u9OqAAI,1022764,6459589,0062x00000Ee3TYAAZ,0012x000008JymmAAC,9,6.0,Home Maintenance & Repairs,26,1250,25.857,Weekly,Loan Paid,855,1627,3.0,11
0032x000002QidyAAC,1021611,6451353,0062x00000EdvsqAAB,0012x000002dWMZAA2,12,10.0,Living Expenses,20,500,19.857,Weekly,Loan Paid,38,300,8.0,11
0032x00000D4mHYAAZ,1021191,6447052,0062x00000EdpXqAAJ,0012x00000IPNUJAA5,15,12.0,Home Maintenance & Repairs,18,1000,18.0,Weekly,Loan Paid,2254,425,9.0,11
0032x00000O0uEOAAZ,1059797,7257664,0062x00000FIXgYAAX,0012x00000WYi4GAAT,7,4.0,Living Expenses,20,2500,40.429,Fortnightly,Loan Paid,700,2285,1.0,13
0032x000001j6hQAAQ,1043816,6882079,0062x00000F1H8IAAV,0012x000002aERrAAM,14,11.0,Life Event Expenses,20,2050,38.857,Fortnightly,Loan Paid,171,35,8.0,13
0032x00000Y6X7yAAF,981065,5625412,0062x00000E57h3AAB,0012x00000iHpCKAA0,11,7.0,Relocation Expenses,24,2050,23.714,Weekly,Loan Paid,1312,2538,3.0,14
0032x00000XaYyLAAV,1015158,6343685,0062x00000EcEcoAAF,0012x00000hYyliAAC,7,5.0,Vehicle Expenses,24,2050,24.571,Weekly,Loan Paid,885,370,3.0,14
0030K00001QBW0xQAH,984626,5703697,0062x00000E65dCAAR,0010K00001fghU0QAI,73,70.0,Home Maintenance & Repairs,20,2500,19.714,Weekly,Loan Paid,787,290,67.0,14
0030K00001QBW0xQAH,874476,4751781,0062x00000DGxOgAAL,0010K00001fghU0QAI,73,69.0,Home Maintenance & Repairs,20,2500,20.571,Weekly,Loan Paid,787,946,65.0,14
0032800001GwIZJAA3,1037739,6775353,0062x00000Eyx0wAAB,0012800001Z5quwAAB,50,47.0,Home Maintenance & Repairs,20,2050,20.429,Weekly,Loan Paid,2800,58,44.0,14
0030K00001M7eKPQAZ,1059589,7252007,0062x00000FISsDAAX,0010K00001cAVTUQA4,49,47.0,Living Expenses,23,2050,23.429,Weekly,Loan Paid,326,3757,45.0,14
0030K00001M4axhQAB,989119,5834423,0062x00000E7cUKAAZ,0010K00001c7lNjQAI,46,42.0,Vehicle Expenses,26,2050,26.143,Weekly,Loan Paid,990,2384,38.0,14
0030K00001M4axhQAB,939958,5437687,0062x00000DVJNxAAP,0010K00001c7lNjQAI,46,42.0,Travel Expenses,23,1500,23.286,Weekly,Loan Paid,990,1755,38.0,14
00328000019urd2AAA,941199,5454016,0062x00000DVXeyAAH,0012800001SDTBIAA5,43,39.0,Child Expenses,24,2050,24.0,Weekly,Loan Paid,1155,887,35.0,14
0030K000022wL2tQAE,5167194,5884590,0062x00000ECXYxAAP,0010K000028ezw0QAA,42,40.0,Living Expenses,24,2050,24.143,Weekly,Loan Paid,2219,84,38.0,14
00328000019uspgAAA,872893,4740709,0062x00000DGlXMAA1,0012800001SDU2jAAH,42,38.0,Veterinary Expenses,24,2500,24.0,Weekly,Loan Paid,1684,584,34.0,14
0030K000023uM46QAE,5166794,5821033,0062x00000E7QIyAAN,0010K000029H14BQAS,41,39.0,Vehicle Expenses,24,2050,24.0,Weekly,Loan Paid,57,745,37.0,14
0030K00001zzRa3QAE,5165885,5601642,0062x00000E4oqlAAB,0010K000027z9WPQAY,41,38.0,Furniture or Appliances,20,2050,20.0,Weekly,Loan Paid,2022,812,35.0,14
0030K00001qSC45QAG,5154548,4791958,0062x00000DHhTcAAL,0010K000022pF7xQAE,41,38.0,Other Expenses,23,2000,22.714,Weekly,Loan Paid,2482,1480,35.0,14
0032x000002SjbLAAS,5151873,4689273,0062x00000DFrCfAAL,0012x000003CzbNAAS,41,39.0,Furniture or Appliances,22,2050,22.143,Weekly,Loan Paid,73,1599,37.0,14
0032x000001jyjYAAQ,5150951,4634264,0062x00000DAWtCAAX,0012x000002b3iLAAQ,40,38.0,Medical Expenses,22,2050,22.571,Weekly,Loan Paid,122,4319,36.0,14
0030K00001rO6lhQAC,5166607,5765181,0062x00000E6jVLAAZ,0010K000023Pk0NQAS,38,37.0,Vehicle Expenses,24,2050,23.857,Weekly,Loan Paid,1842,3135,36.0,14
0030K0000200vgZQAQ,5165970,5615621,0062x00000E4zirAAB,0010K00002805chQAA,38,36.0,Living Expenses,20,2050,19.857,Weekly,Loan Paid,1742,3901,34.0,14
0030K00001sAUxbQAG,5165892,5602555,0062x00000E4pGXAAZ,0010K000023zQwYQAU,38,36.0,Travel Expenses,24,2050,24.0,Weekly,Loan Paid,1602,3112,34.0,14
0030K00001PWinQQAT,1000896,6049173,0062x00000ELdOrAAL,0010K00001feBhaQAE,36,32.0,Relocation Expenses,24,2050,23.714,Weekly,Loan Paid,1904,2891,28.0,14
0030K00001obO0PQAU,5168051,5990308,0062x00000EE5OrAAL,0010K000021FNjEQAW,36,34.0,Home Maintenance & Repairs,20,2500,20.143,Weekly,Loan Paid,969,2039,32.0,14
0032800000yEbrKAAS,981405,5615806,0062x00000E50JhAAJ,0012800001GhXGFAA3,36,33.0,Travel Expenses,26,2050,25.857,Weekly,Loan Paid,1371,1171,30.0,14
0030K00001obO0PQAU,5158163,4986339,0062x00000DXb7wAAD,0010K000021FNjEQAW,36,33.0,Other Expenses,19,2500,19.143,Weekly,Loan Paid,969,622,30.0,14
0030K00001dCnzBQAS,912708,5102727,0062x00000DZccNAAT,0010K00001sFOTwQAO,35,33.0,Vehicle Expenses,24,2050,24.0,Weekly,Loan Paid,2624,3802,31.0,14
0032x00000BZFoHAAX,5152108,4701677,0062x00000DG4ROAA1,0010K00001zVqTXQA0,35,32.0,Home Maintenance & Repairs,20,2050,20.143,Weekly,Loan Paid,191,2937,29.0,14
0030K00001UIOmqQAH,1002016,6082954,0062x00000EM8DoAAL,0010K00001j7D33QAE,35,33.0,Medical Expenses,24,2050,23.857,Weekly,Loan Paid,811,1641,31.0,14
0030K00001UIOmqQAH,866624,4693301,0062x00000DFucPAAT,0010K00001j7D33QAE,35,31.0,Medical Expenses,20,2050,19.714,Weekly,Loan Paid,811,2849,27.0,14
00328000019usm3AAA,942056,5465929,0062x00000DVg4VAAT,0012800001SDTzMAAX,34,32.0,Vehicle Expenses,24,2050,24.0,Weekly,Loan Paid,2039,1317,30.0,14
003280000128jTyAAI,941117,5453492,0062x00000DVWljAAH,0012800001IzG44AAF,34,32.0,Home Maintenance & Repairs,24,2050,24.143,Weekly,Loan Paid,489,475,30.0,14
00328000019ut09AAA,1052987,7082815,0062x00000F3p9uAAB,0012800001SDUD3AAP,33,32.0,Medical Expenses,22,1500,22.286,Weekly,Loan Paid,1656,4183,31.0,14
00328000019ut09AAA,1045566,6916553,0062x00000F1j4LAAR,0012800001SDUD3AAP,33,31.0,Home Maintenance & Repairs,26,2050,26.429,Weekly,Loan Paid,1656,712,29.0,14
00328000019ut09AAA,1020274,6429770,0062x00000EdaVIAAZ,0012800001SDUD3AAP,33,30.0,Home Maintenance & Repairs,26,2050,26.143,Weekly,Loan Paid,1656,3090,27.0,14
0032800001A4tsAAAR,1008353,6206852,0062x00000ENopJAAT,0012800001SmNURAA3,33,31.0,Medical Expenses,20,2050,20.143,Weekly,Loan Paid,1988,3012,29.0,14
0032800001J4jZFAAZ,989642,5845609,0062x00000EBy7sAAD,0012800001Zu1RaAAJ,33,31.0,Vehicle Expenses,20,2200,20.286,Weekly,Loan Paid,1906,2903,29.0,14
0030K00001zzdbnQAA,5166232,5664727,0062x00000E5agUAAR,0010K000027zFxpQAE,33,32.0,Living Expenses,20,2050,20.143,Weekly,Loan Paid,1622,1573,31.0,14
0032800001A4tsAAAR,914762,5127819,0062x00000DZz8oAAD,0012800001SmNURAA3,33,30.0,Veterinary Expenses,20,2200,20.143,Weekly,Loan Paid,1988,2503,27.0,14
00328000019usyzAAA,904750,5028405,0062x00000DYLBGAA5,0012800001SDUByAAP,33,29.0,Medical Expenses,20,2050,20.571,Weekly,Loan Paid,1220,2965,25.0,14
0030K0000269pUlQAI,5158651,5018176,0062x00000DYDk3AAH,0010K00002COOhvQAH,33,29.0,Travel Expenses,20,2050,19.857,Weekly,Loan Paid,1893,3518,25.0,14
003280000148T3UAAU,877100,4770101,0062x00000DHGpXAAX,0012800001LfIOkAAN,33,29.0,Vehicle Expenses,24,2050,24.0,Weekly,Loan Paid,241,3259,25.0,14
0032800001J4jZFAAZ,871606,4732007,0062x00000DGcV0AAL,0012800001Zu1RaAAJ,33,29.0,Furniture or Appliances,24,2050,24.429,Weekly,Loan Paid,1906,2150,25.0,14
0030K00001NQpBGQA1,871227,4727530,0062x00000DGXh1AAH,0010K00001do4tlQAA,33,29.0,Medical Expenses,20,2050,20.286,Weekly,Loan Paid,506,3749,25.0,14
003280000187oWYAAY,991378,5874420,0062x00000ECNDRAA5,0012800001QCL0pAAH,32,30.0,Travel Expenses,21,2050,21.429,Weekly,Loan Paid,1875,1921,28.0,14
00328000019ut3mAAA,980755,5616107,0062x00000E50pXAAR,0012800001SDUGqAAP,32,29.0,Home Maintenance & Repairs,24,2050,24.143,Weekly,Loan Paid,1463,1704,26.0,14
0032x000001kD78AAE,5165797,5574100,0062x00000E4SHMAA3,0012x000002bHBdAAM,32,30.0,Medical Expenses,24,2050,24.429,Weekly,Loan Paid,899,4538,28.0,14
0030K00001vJ3bTQAS,5162054,5238235,0062x00000DsPlPAAV,0010K000026Mh21QAC,32,30.0,Travel Expenses,24,2050,24.0,Weekly,Loan Paid,2398,2531,28.0,14
0030K00001UnfLIQAZ,922380,5202087,0062x00000DrtacAAB,0010K00001jqFYjQAM,32,30.0,Child Expenses,24,2050,23.714,Weekly,Loan Paid,2814,2569,28.0,14
0030K00001M9FYuQAN,907445,5053130,0062x00000DYmluAAD,0010K00001cOaLUQA0,32,30.0,Vehicle Expenses,20,2050,20.0,Weekly,Loan Paid,671,1066,28.0,14
0030K0000200ruXQAQ,5152278,4707212,0062x00000DGBQ2AAP,0010K00002802f9QAA,32,28.0,Living Expenses,23,2050,22.714,Weekly,Loan Paid,1399,1462,24.0,14
00328000019usv4AAA,868473,4704149,0062x00000DG7w9AAD,0012800001SDU83AAH,32,28.0,Vehicle Expenses,20,2050,19.857,Weekly,Loan Paid,778,2227,24.0,14
0030K00001l5dIxQAI,1009770,6239505,0062x00000EOBwaAAH,0010K00001ymLDQQA2,31,30.0,Travel Expenses,26,2050,25.857,Weekly,Loan Paid,15,4472,29.0,14
0030K00001uYOxPQAW,995676,5945838,0062x00000EDSctAAH,0010K000025xiAdQAI,31,30.0,Vehicle Expenses,26,2050,26.286,Weekly,Loan Paid,1815,2740,29.0,14
0030K000027GrIkQAK,5166659,5779919,0062x00000E6vTsAAJ,0010K00002CQRsUQAX,31,29.0,Veterinary Expenses,24,2050,23.857,Weekly,Loan Paid,2734,1426,27.0,14
00328000019ut7uAAA,940857,5451980,0062x00000DVUySAAX,0012800001SDUKyAAP,31,29.0,Furniture or Appliances,24,2050,24.143,Weekly,Loan Paid,1222,376,27.0,14
0030K00001qE7NeQAK,929496,5284095,0062x00000Dt3iHAAR,0010K000022izS0QAI,31,30.0,Travel Expenses,24,2100,24.143,Weekly,Loan Paid,2213,1360,29.0,14
0032x000008Kv6EAAS,5157873,4963472,0062x00000DXGf4AAH,0012x00000BJGMEAA5,31,28.0,Medical Expenses,20,2050,19.714,Weekly,Loan Paid,1630,3462,25.0,14
0030K00001l5dIxQAI,893808,4915501,0062x00000DWQ9pAAH,0010K00001ymLDQQA2,31,29.0,Travel Expenses,24,2050,23.857,Weekly,Loan Paid,15,521,27.0,14
0030K00001uYOxPQAW,870742,4723999,0062x00000DGSyKAAX,0010K000025xiAdQAI,31,29.0,Living Expenses,20,2050,20.429,Weekly,Loan Paid,1815,2141,27.0,14
0030K00001R7Y8ZQAV,861451,4650373,0062x00000DAuC4AAL,0010K00001gjvynQAA,31,28.0,Travel Expenses,20,2050,20.0,Weekly,Loan Paid,481,2860,25.0,14
0030K00001eH8L2QAK,866614,4693337,0062x00000DFuIOAA1,0010K00001stxxTQAQ,31,29.0,Living Expenses,20,2050,19.857,Weekly,Loan Paid,438,3687,27.0,14
0032800001B02RVAAZ,993466,5909383,0062x00000ECwafAAD,0012800001SoseQAAR,30,28.0,Furniture or Appliances,26,2500,25.857,Weekly,Loan Paid,1421,1784,26.0,14
0030K00001lOuPCQA0,989415,5840474,0062x00000E7hgAAAR,0010K00001yokAKQAY,30,28.0,Vehicle Expenses,20,2100,19.857,Weekly,Loan Paid,1116,401,26.0,14
00328000019ut29AAA,984761,5711978,0062x00000E69awAAB,0012800001SDUF3AAP,30,28.0,Life Event Expenses,20,2050,19.857,Weekly,Loan Paid,2277,3154,26.0,14
00328000019ut1nAAA,942574,5475805,0062x00000DVm7CAAT,0012800001SDUEhAAP,30,28.0,Home Maintenance & Repairs,24,2050,23.857,Weekly,Loan Paid,2713,2133,26.0,14
0030K00001m22p2QAA,940778,5451493,0062x00000DVU7oAAH,0010K00001zJ0KaQAK,30,28.0,Travel Expenses,24,2050,24.0,Weekly,Loan Paid,2157,3821,26.0,14
0030K00001MyETEQA3,935084,5374835,0062x00000Du7QQAAZ,0010K00001cwiyVQAQ,30,26.0,Vehicle Expenses,23,2050,23.0,Weekly,Loan Paid,2214,605,22.0,14
0032x000004u3yNAAQ,902986,5009425,0062x00000DY2qCAAT,0012x000008JsaVAAS,30,25.0,Travel Expenses,24,2050,23.714,Weekly,Loan Paid,2693,3016,20.0,14
0032x000004u3yNAAQ,864113,4673049,0062x00000DFWUKAA5,0012x000008JsaVAAS,30,22.0,Vehicle Expenses,24,2100,24.429,Weekly,Loan Paid,2693,4462,14.0,14
0030K00001XwrrMQAR,862896,4662636,0062x00000DFLbTAAX,0010K00001mEhcyQAC,30,28.0,Medical Expenses,20,2050,20.429,Weekly,Loan Paid,794,1773,26.0,14
0030K00001zzd6vQAA,860791,4648372,0062x00000DAqsgAAD,0010K000027zFhTQAU,30,26.0,Home Maintenance & Repairs,24,2050,23.857,Weekly,Loan Paid,833,755,22.0,14
0030K00001YkuvkQAB,991061,5869591,0062x00000ECIP5AAP,0010K00001mhcrOQAQ,29,27.0,Vehicle Expenses,24,2500,24.429,Weekly,Loan Paid,717,2653,25.0,14
0030K00001qEUMhQAO,5166334,5688928,0062x00000E5t6EAAR,0010K000022jKEaQAM,29,27.0,Travel Expenses,26,2050,26.0,Weekly,Loan Paid,622,3254,25.0,14
0032x000006EP77AAG,5165930,5606397,0062x00000E4uDVAAZ,0012x00000AE7D6AAL,29,27.0,Living Expenses,20,2050,20.286,Weekly,Loan Paid,2382,3503,25.0,14
0030K00001YkuvkQAB,941479,5461857,0062x00000DVbiGAAT,0010K00001mhcrOQAQ,29,26.0,Vehicle Expenses,20,2050,19.857,Weekly,Loan Paid,717,2479,23.0,14
00328000019ut5tAAA,932089,5324517,0062x00000DtZ00AAF,0012800001SDUIxAAP,29,27.0,Travel Expenses,24,2050,23.714,Weekly,Loan Paid,2116,3341,25.0,14
00328000019ut2EAAQ,921794,5199673,0062x00000DrrXrAAJ,0012800001SDUF8AAP,29,26.0,Travel Expenses,24,1850,24.0,Weekly,Loan Paid,2336,571,23.0,14
0030K00001atJw1QAE,916644,5148160,0062x00000Dr8MmAAJ,0010K00001qkvuSQAQ,29,28.0,Life Event Expenses,24,1550,24.0,Weekly,Loan Paid,2836,3099,27.0,14
00328000010eNYsAAM,916550,5146645,0062x00000Dr65oAAB,0012800001HmolQAAR,29,27.0,Living Expenses,24,2050,23.857,Weekly,Loan Paid,380,3380,25.0,14
0030K00001hoCXlQAM,893625,4917666,0062x00000DWSQXAA5,0010K00001vipggQAA,29,22.0,Medical Expenses,20,2050,19.857,Weekly,Loan Paid,2542,3862,15.0,14
0030K00001ojP1FQAU,5156724,4909620,0062x00000DWJUzAAP,0010K000021UzWSQA0,29,28.0,Home Maintenance & Repairs,24,2050,24.143,Weekly,Loan Paid,105,4548,27.0,14
0032800001KAvkoAAD,877447,4777298,0062x00000DHQFlAAP,0012800001aOqOPAA0,29,26.0,Vehicle Expenses,24,2050,24.143,Weekly,Loan Paid,174,528,23.0,14
0030K00001qEUMhQAO,5151373,4653877,0062x00000DAyGAAA1,0010K000022jKEaQAM,29,26.0,Travel Expenses,20,2050,19.857,Weekly,Loan Paid,622,2483,23.0,14
0030K00001aejYsQAI,996305,5955559,0062x00000EDcZgAAL,0010K00001qHuaEQAS,28,24.0,Veterinary Expenses,20,2050,20.0,Weekly,Loan Paid,2204,514,20.0,14
0030K00001pz6iSQAQ,5166039,5626732,0062x00000E58WLAAZ,0010K000022NuJkQAK,28,26.0,Vehicle Expenses,26,2050,25.857,Weekly,Loan Paid,2876,3549,24.0,14
0032x000001je8IAAQ,5165192,5506771,0062x00000E3fgxAAB,0012x000002alWVAAY,28,25.0,Vehicle Expenses,24,2050,24.429,Weekly,Loan Paid,67,1135,22.0,14
0030K00001ojqsSQAQ,5161919,5226207,0062x00000DsBkFAAV,0010K000021VTz3QAG,28,26.0,Other Expenses,20,2600,20.143,Weekly,Loan Paid,1029,2619,24.0,14
0030K00001hnawiQAA,923092,5210193,0062x00000Dry3pAAB,0010K00001viDILQA2,28,26.0,Vehicle Expenses,24,2050,23.714,Weekly,Loan Paid,942,1086,24.0,14
003280000146wnGAAQ,919784,5179204,0062x00000DrbxTAAR,0012800001Jfni9AAB,28,25.0,Travel Expenses,20,2050,20.429,Weekly,Loan Paid,2874,2614,22.0,14
0032800000yD7eOAAS,908087,5061765,0062x00000DYwgXAAT,0012800001GftVSAAZ,28,24.0,Other Expenses,22,2050,21.714,Weekly,Loan Paid,1420,3641,20.0,14
00328000019ut17AAA,905378,5036608,0062x00000DYTd8AAH,0012800001SDUE1AAP,28,26.0,Living Expenses,22,2050,22.429,Weekly,Loan Paid,123,1040,24.0,14
0032x000001kG7MAAU,5158450,5004700,0062x00000DXyemAAD,0012x000002bK8lAAE,28,26.0,Vehicle Expenses,20,2050,20.0,Weekly,Loan Paid,610,2766,24.0,14
0030K00001vLOIuQAO,895935,4940687,0062x00000DWphSAAT,0010K000026PA0vQAG,28,25.0,Vehicle Expenses,20,2050,20.571,Weekly,Loan Paid,2699,381,22.0,14
0030K00001asxPFQAY,895208,4930886,0062x00000DWhIxAAL,0010K00001qkWNeQAM,28,23.0,Vehicle Expenses,20,2050,19.714,Weekly,Loan Paid,2112,818,18.0,14
0030K00001mTf3sQAC,885117,4842297,0062x00000DIas3AAD,0010K00001zeSQbQAM,28,26.0,Travel Expenses,20,2050,19.857,Weekly,Loan Paid,2290,2254,24.0,14
0030K00001M67uwQAB,883711,4828419,0062x00000DILNIAA5,0010K00001c92vVQAQ,28,26.0,Veterinary Expenses,24,2050,23.857,Weekly,Loan Paid,2374,4122,24.0,14
0030K00001qEDpmQAG,5152935,4732751,0062x00000DGdJLAA1,0010K000022j5CiQAI,28,27.0,Living Expenses,24,2050,24.429,Weekly,Loan Paid,856,977,26.0,14
0030K00001l5HYFQA2,1062128,7296900,0062x00000FJ4jkAAD,0010K00001yAEluQAG,27,26.0,Medical Expenses,24,2500,24.0,Weekly,Loan Paid,152,4287,25.0,14
0032x000006ExnIAAS,5175153,7231655,0062x00000FIC6gAAH,0012x00000BFelXAAT,27,24.0,Living Expenses,26,2050,26.143,Weekly,Loan Paid,1963,1725,21.0,14
0032800001879adAAA,993447,5909350,0062x00000ECwYAAA1,0012800001PVmaDAAT,27,23.0,Living Expenses,26,2100,25.857,Weekly,Loan Paid,162,1696,19.0,14
0032x000001kXIXAA2,5166874,5837161,0062x00000E7fwPAAR,0012x000002bZOiAAM,27,24.0,Vehicle Expenses,21,2050,21.0,Weekly,Loan Paid,1135,2997,21.0,14
0030K00001l5HYFQA2,980009,5603776,0062x00000E4r20AAB,0010K00001yAEluQAG,27,25.0,Travel Expenses,24,2500,24.143,Weekly,Loan Paid,152,4484,23.0,14
003280000128jV2AAI,940656,5449559,0062x00000DVSP2AAP,0012800001IzG58AAF,27,24.0,Home Maintenance & Repairs,24,2050,24.0,Weekly,Loan Paid,2863,1092,21.0,14
0032800000zpaTrAAI,936554,5390150,0062x00000DUnQ0AAL,0012800001HMPpbAAH,27,25.0,Furniture or Appliances,20,2050,20.0,Weekly,Loan Paid,1301,2585,23.0,14
0032x00000FHlt3AAD,1066550,7367359,0062x00000FK5qTAAT,0012x00000LP2AmAAL,13,12.0,Furniture or Appliances,20,2050,19.857,Weekly,Loan Paid,410,458,11.0,14
0032x00000L3vLiAAJ,1066111,7358996,0062x00000FJxpLAAT,0012x00000RqLjwAAF,13,12.0,Living Expenses,24,2050,24.0,Weekly,Loan Paid,2477,4203,11.0,14
0032x00000WFQbdAAH,1062221,7300542,0062x00000FJ6CkAAL,0012x00000fmJZgAAM,6,4.0,Life Event Expenses,20,2050,20.571,Weekly,Loan Paid,2721,1354,2.0,14
0030K00001l5HYFQA2,1062128,7296900,0062x00000FJ4jkAAD,0010K00001yAEluQAG,27,26.0,Medical Expenses,24,2500,24.0,Weekly,Loan Paid,152,4287,25.0,14
0030K00001M7eKPQAZ,1059589,7252007,0062x00000FISsDAAX,0010K00001cAVTUQA4,49,47.0,Living Expenses,23,2050,23.429,Weekly,Loan Paid,326,3757,45.0,14
0032x000006ExnIAAS,5175153,7231655,0062x00000FIC6gAAH,0012x00000BFelXAAT,27,24.0,Living Expenses,26,2050,26.143,Weekly,Loan Paid,1963,1725,21.0,14
0032x00000ImrOoAAJ,1053405,7085182,0062x00000F3rg1AAB,0012x00000OyU7FAAV,13,11.0,Living Expenses,20,2050,20.286,Weekly,Loan Paid,1905,3122,9.0,14
0032x00000D4z7WAAR,1052972,7083525,0062x00000F3ptEAAR,0012x00000IPaBdAAL,18,15.0,Living Expenses,25,2050,25.429,Weekly,Loan Paid,909,123,12.0,14
00328000019ut09AAA,1052987,7082815,0062x00000F3p9uAAB,0012800001SDUD3AAP,33,32.0,Medical Expenses,22,1500,22.286,Weekly,Loan Paid,1656,4183,31.0,14
0032x00000Wma83AAB,1049864,6999078,0062x00000F2q3bAAB,0012x00000gow3lAAA,8,4.0,Home Maintenance & Repairs,20,2050,20.429,Weekly,Loan Paid,2685,3376,0.0,14
00328000019usqyAAA,1047959,6963075,0062x00000F2LDTAA3,0012800001SDU4CAAX,11,9.0,Travel Expenses,26,2050,25.714,Weekly,Loan Paid,1595,4446,7.0,14
0032x00000LvempAAB,1047410,6953947,0062x00000F2Dd9AAF,0012x00000SIH02AAH,14,10.0,Home Maintenance & Repairs,26,2050,26.143,Weekly,Loan Paid,106,868,6.0,14
00328000019ut09AAA,1045566,6916553,0062x00000F1j4LAAR,0012800001SDUD3AAP,33,31.0,Home Maintenance & Repairs,26,2050,26.429,Weekly,Loan Paid,1656,712,29.0,14
