,Contact__c,Min_IT_Loan_ID__c,Opp_Number__c,Id,AccountID,Number_Of_Loans_Granted__c,Num_Of_Loans_Paid__c,Purpose_of_Loan__c,Total_Repayments__c,Amount,Term_in_Weeks__c,Payment_Frequency__c,StageName,Ratings
14050,00328000019usiAAAQ,586229,2501986,0062x00000AAT3dAAH,0012800001SDTvOAAX,60,,Home Maintenance & Repairs,14,800,14.143,Weekly,Loan Paid,
14051,00328000019usiAAAQ,554179,2283389,0062x000009gGO1AAM,0012800001SDTvOAAX,60,,Home Maintenance & Repairs,14,1300,14.0,Weekly,Loan Paid,
14052,00328000019usiAAAQ,536731,2152875,0062x000009TRGjAAO,0012800001SDTvOAAX,60,,Medical Expenses,14,1200,13.857,Weekly,Loan Paid,
14053,00328000019usiAAAQ,530698,2109640,0062x000008dgeBAAQ,0012800001SDTvOAAX,60,,Home Maintenance & Repairs,14,800,13.857,Weekly,Loan Paid,
14054,00328000019usiAAAQ,525997,2074221,0062x000009GhjXAAS,0012800001SDTvOAAX,60,,Living Expenses,10,200,10.429,Weekly,Loan Paid,
14055,00328000019usiAAAQ,521588,2040146,0062x000009FmUDAA0,0012800001SDTvOAAX,60,,Home Maintenance & Repairs,10,250,10.0,Weekly,Loan Paid,
14056,00328000019usiAAAQ,515700,1996429,0062x000009ACjYAAW,0012800001SDTvOAAX,60,,Medical Expenses,10,400,10.0,Weekly,Loan Paid,
14057,00328000019usiAAAQ,511641,1968199,0062x0000099KQcAAM,0012800001SDTvOAAX,60,,Home Maintenance & Repairs,14,1100,14.286,Weekly,Loan Paid,
14058,00328000019usiAAAQ,486358,1816431,0062x000008zsrXAAQ,0012800001SDTvOAAX,60,,Travel Expenses,14,900,14.286,Weekly,Loan Paid,
14059,00328000019usiAAAQ,468533,1702572,0062x00000885klAAA,0012800001SDTvOAAX,60,,Travel Expenses,14,750,14.143,Weekly,Loan Paid,
14060,00328000019usiAAAQ,463074,1668718,0062x0000086zGlAAI,0012800001SDTvOAAX,60,,Medical Expenses,10,350,10.0,Weekly,Loan Paid,
14061,00328000019usiAAAQ,457679,1632282,0062x0000070gkFAAQ,0012800001SDTvOAAX,60,,Veterinary Expenses,14,750,13.857,Weekly,Loan Paid,
14062,00328000019usiAAAQ,445065,1545763,0062x000007ZPoiAAG,0012800001SDTvOAAX,60,,Home Maintenance & Repairs,10,900,10.143,Weekly,Loan Paid,
14063,00328000019urlNAAQ,440916,1514967,0062x0000075GJGAA2,0012800001SDTJgAAP,57,,Living Expenses,5,200,8.714,Fortnightly,Loan Paid,
14064,00328000019urlNAAQ,568876,2389951,0062x000009quVgAAI,0012800001SDTJgAAP,57,,Living Expenses,5,200,9.714,Fortnightly,Loan Paid,
14065,00328000019urlNAAQ,555030,2289867,0062x000009gQgRAAU,0012800001SDTJgAAP,57,,Home Maintenance & Repairs,5,200,9.714,Fortnightly,Loan Paid,
14066,00328000019urlNAAQ,501110,1904668,0062x0000092rf5AAA,0012800001SDTJgAAP,57,,Life Event Expenses,5,400,9.143,Fortnightly,Loan Paid,
14067,00328000019urlNAAQ,479544,1773956,0062x000008AGoiAAG,0012800001SDTJgAAP,57,,Living Expenses,5,300,9.429,Fortnightly,Loan Paid,
14068,00328000019urlNAAQ,469770,1710099,0062x0000088Nh7AAE,0012800001SDTJgAAP,57,,Home Maintenance & Repairs,5,200,8.714,Fortnightly,Loan Paid,
14069,00328000019urlNAAQ,458288,1636941,0062x0000070oHlAAI,0012800001SDTJgAAP,57,,Life Event Expenses,5,200,10.571,Fortnightly,Loan Paid,
14070,0030K00001qSpkKQAS,5069300,1623189,0062x0000070TDHAA2,0010K000023NSo2QAG,56,,Living Expenses,3,200,5.286,Fortnightly,Loan Paid,
14071,0030K00001qSpkKQAS,5101528,2540019,0062x00000AHYzQAAX,0010K000023NSo2QAG,56,,Living Expenses,4,200,7.571,Fortnightly,Loan Paid,
14072,0030K00001qSpkKQAS,5099811,2490773,0062x00000AAB8bAAH,0010K000023NSo2QAG,56,,Vehicle Expenses,5,250,9.857,Fortnightly,Loan Paid,
14073,0030K00001qSpkKQAS,5093551,2308392,0062x000009om2LAAQ,0010K000023NSo2QAG,56,,Medical Expenses,5,300,9.0,Fortnightly,Loan Paid,
14074,0030K00001qSpkKQAS,5092521,2266638,0062x000009foXaAAI,0010K000023NSo2QAG,56,,Living Expenses,3,350,4.857,Fortnightly,Loan Paid,
14075,0030K00001qSpkKQAS,5089104,2166803,0062x000009Tv67AAC,0010K000023NSo2QAG,56,,Living Expenses,3,200,5.286,Fortnightly,Loan Paid,
14076,0030K00001qSpkKQAS,5086445,2102025,0062x000009HSuXAAW,0010K000023NSo2QAG,56,,Living Expenses,3,300,6.286,Fortnightly,Loan Paid,
14077,0030K00001qSpkKQAS,5077024,1841035,0062x0000090igSAAQ,0010K000023NSo2QAG,56,,Vehicle Expenses,6,700,12.143,Fortnightly,Loan Paid,
14078,0030K00001qSpkKQAS,5071508,1686610,0062x0000087bjkAAA,0010K000023NSo2QAG,56,,Vehicle Expenses,3,300,6.143,Fortnightly,Loan Paid,
14079,0030K00001qSpkKQAS,5070823,1672362,0062x00000877EuAAI,0010K000023NSo2QAG,56,,Living Expenses,3,250,5.0,Fortnightly,Loan Paid,
14080,0030K00001qSpkKQAS,5069646,1635271,0062x0000070lHEAAY,0010K000023NSo2QAG,56,,Living Expenses,3,200,4.857,Fortnightly,Loan Paid,
14081,00328000019usyGAAQ,434141,1465779,0062x0000073ykJAAQ,0012800001SDUBFAA5,53,,Medical Expenses,11,2650,11.143,Weekly,Loan Paid,
14082,00328000019usyGAAQ,580798,2470836,0062x00000A9eNGAAZ,0012800001SDUBFAA5,53,,Child Expenses,10,2700,10.429,Weekly,Loan Paid,
14083,00328000019usm2AAA,580037,2465535,0062x00000A9XWVAA3,0012800001SDTzLAAX,53,,Living Expenses,5,500,9.857,Fortnightly,Loan Paid,
14084,00328000019usyGAAQ,556992,2304200,0062x000009nym0AAA,0012800001SDUBFAA5,53,,Child Expenses,10,2700,10.0,Weekly,Loan Paid,
14085,00328000019usm2AAA,547139,2228560,0062x000009W5hSAAS,0012800001SDTzLAAX,53,,Life Event Expenses,5,500,9.429,Fortnightly,Loan Paid,
14086,00328000019usyGAAQ,538751,2168400,0062x000009U0eiAAC,0012800001SDUBFAA5,53,,Child Expenses,9,2700,9.143,Weekly,Loan Paid,
14087,00328000019usm2AAA,521830,2042409,0062x000009Fs0lAAC,0012800001SDTzLAAX,53,,Living Expenses,5,500,10.0,Fortnightly,Loan Paid,
14088,00328000019usyGAAQ,521205,2036620,0062x000009Fg43AAC,0012800001SDUBFAA5,53,,Child Expenses,9,2750,9.143,Weekly,Loan Paid,
14089,00328000019usyGAAQ,501429,1905961,0062x0000092vMIAAY,0012800001SDUBFAA5,53,,Child Expenses,10,2650,10.143,Weekly,Loan Paid,
14090,00328000019usm2AAA,488137,1826220,0062x0000090EhHAAU,0012800001SDTzLAAX,53,,Living Expenses,5,500,10.0,Fortnightly,Loan Paid,
14091,00328000019usyGAAQ,475862,1745177,0062x0000089QeMAAU,0012800001SDUBFAA5,53,,Medical Expenses,10,2650,10.0,Weekly,Loan Paid,
14092,00328000019usm2AAA,470026,1711186,0062x0000088PEjAAM,0012800001SDTzLAAX,53,,Living Expenses,5,500,9.857,Fortnightly,Loan Paid,
14093,00328000019usyGAAQ,456659,1624824,0062x0000070VsrAAE,0012800001SDUBFAA5,53,,Child Expenses,10,2650,10.143,Weekly,Loan Paid,
14094,00328000019usm2AAA,442651,1529285,0062x000007Z0P1AAK,0012800001SDTzLAAX,53,,Living Expenses,5,500,9.143,Fortnightly,Loan Paid,
14095,0030K00001QYaZ1QAL,435392,1473402,0062x0000074A6uAAE,0010K00001g7iB1QAI,52,,Veterinary Expenses,10,200,9.857,Weekly,Loan Paid,
14096,0030K00001qDkaeQAC,5100240,2505554,0062x00000AGgXCAA1,0010K000022ihcKQAQ,52,,Living Expenses,3,300,5.0,Fortnightly,Loan Paid,
14097,0030K00001QYaZ1QAL,584803,2493964,0062x00000AAFcrAAH,0010K00001g7iB1QAI,52,,Veterinary Expenses,10,200,10.429,Weekly,Loan Paid,
14098,0030K00001qDkaeQAC,5097806,2437205,0062x00000A8s4dAAB,0010K000022ihcKQAQ,52,,Living Expenses,3,250,5.857,Fortnightly,Loan Paid,
14099,0030K00001QYaZ1QAL,573917,2424235,0062x00000A8Xl9AAF,0010K00001g7iB1QAI,52,,Veterinary Expenses,10,200,10.286,Weekly,Loan Paid,
14100,0030K00001qDkaeQAC,5096800,2402579,0062x000009rDn2AAE,0010K000022ihcKQAQ,52,,Living Expenses,3,200,5.143,Fortnightly,Loan Paid,
14101,0030K00001QYaZ1QAL,562630,2347180,0062x000009poQyAAI,0010K00001g7iB1QAI,52,,Medical Expenses,10,200,10.286,Weekly,Loan Paid,
14102,0030K00001QYaZ1QAL,553094,2275145,0062x000009g2JXAAY,0010K00001g7iB1QAI,52,,Veterinary Expenses,10,200,10.286,Weekly,Loan Paid,
14103,0030K00001qDkaeQAC,5091353,2236045,0062x000009WJvYAAW,0010K000022ihcKQAQ,52,,Living Expenses,3,300,6.0,Fortnightly,Loan Paid,
14104,0030K00001QYaZ1QAL,539579,2174593,0062x000009UJLjAAO,0010K00001g7iB1QAI,52,,Veterinary Expenses,10,200,9.857,Weekly,Loan Paid,
14105,0030K00001qDkaeQAC,5086688,2108321,0062x000008dc9bAAA,0010K000022ihcKQAQ,52,,Living Expenses,3,200,5.857,Fortnightly,Loan Paid,
14106,0030K00001QYaZ1QAL,528023,2090907,0062x000009HBXkAAO,0010K00001g7iB1QAI,52,,Veterinary Expenses,10,200,9.714,Weekly,Loan Paid,
14107,0030K00001QYaZ1QAL,523179,2052673,0062x000009G8i4AAC,0010K00001g7iB1QAI,52,,Veterinary Expenses,10,200,10.286,Weekly,Loan Paid,
14108,0030K00001qDkaeQAC,5084011,2032060,0062x000009BKfRAAW,0010K000022ihcKQAQ,52,,Living Expenses,3,300,5.286,Fortnightly,Loan Paid,
14109,0030K00001qDkaeQAC,5083651,2022775,0062x000009B3PdAAK,0010K000022ihcKQAQ,52,,Medical Expenses,3,300,5.857,Fortnightly,Loan Paid,
14110,0030K00001qDkaeQAC,5083403,2014966,0062x000009AmNcAAK,0010K000022ihcKQAQ,52,,Medical Expenses,3,300,6.143,Fortnightly,Loan Paid,
14111,0030K00001qDkaeQAC,5081286,1953624,0062x0000098vAtAAI,0010K000022ihcKQAQ,52,,Living Expenses,5,300,8.857,Fortnightly,Loan Paid,
14112,0030K00001qDkaeQAC,5080315,1931245,0062x000009850JAAQ,0010K000022ihcKQAQ,52,,Living Expenses,3,300,5.857,Fortnightly,Loan Paid,
14113,0030K00001qDkaeQAC,5078923,1886562,0062x0000092GD3AAM,0010K000022ihcKQAQ,52,,Living Expenses,3,250,6.0,Fortnightly,Loan Paid,
14114,0030K00001QYaZ1QAL,496826,1879822,0062x00000920tGAAQ,0010K00001g7iB1QAI,52,,Medical Expenses,10,200,10.429,Weekly,Loan Paid,
14115,0030K00001QYaZ1QAL,492470,1852400,0062x00000914teAAA,0010K00001g7iB1QAI,52,,Veterinary Expenses,10,200,10.429,Weekly,Loan Paid,
14116,0030K00001QYaZ1QAL,486752,1818887,0062x000008zyD6AAI,0010K00001g7iB1QAI,52,,Veterinary Expenses,10,200,10.286,Weekly,Loan Paid,
14117,0030K00001QYaZ1QAL,477405,1759313,0062x0000089q9eAAA,0010K00001g7iB1QAI,52,,Medical Expenses,10,200,10.143,Weekly,Loan Paid,
14118,0030K00001QYaZ1QAL,474303,1738345,0062x0000089CbkAAE,0010K00001g7iB1QAI,52,,Medical Expenses,10,200,10.143,Weekly,Loan Paid,
14119,0030K00001qDkaeQAC,5072665,1719274,0062x0000088deoAAA,0010K000022ihcKQAQ,52,,Living Expenses,4,250,8.143,Fortnightly,Loan Paid,
14120,0030K00001QYaZ1QAL,468291,1701740,0062x00000883oxAAA,0010K00001g7iB1QAI,52,,Veterinary Expenses,10,200,10.143,Weekly,Loan Paid,
14121,0030K00001qDkaeQAC,5069557,1630912,0062x0000070es0AAA,0010K000022ihcKQAQ,52,,Medical Expenses,3,300,4.857,Fortnightly,Loan Paid,
14122,0030K00001QYaZ1QAL,457047,1627934,0062x0000070aN9AAI,0010K00001g7iB1QAI,52,,Medical Expenses,10,350,10.0,Weekly,Loan Paid,
14123,0030K00001qDkaeQAC,5065141,1510515,0062x00000759QyAAI,0010K000022ihcKQAQ,52,,Living Expenses,4,300,6.857,Fortnightly,Loan Paid,
14124,0030K00001qDkaeQAC,5064277,1483913,0062x0000074RZOAA2,0010K000022ihcKQAQ,52,,Living Expenses,3,300,6.143,Fortnightly,Loan Paid,
14125,0030K00001QYaZ1QAL,520381,2029680,0062x000009BFwvAAG,0010K00001g7iB1QAI,52,,Medical Expenses,10,200,10.429,Weekly,Loan Paid,
14126,0032x0000042fZ6AAI,439920,1507230,0062x00000754YWAAY,0012x000005TO9PAAW,51,,Veterinary Expenses,10,500,9.857,Weekly,Loan Paid,
14127,0032x0000042fZ6AAI,597690,2559726,0062x00000AI4eCAAT,0012x000005TO9PAAW,51,,Living Expenses,5,300,9.143,Fortnightly,Loan Paid,
14128,0032x0000042fZ6AAI,587488,2508344,0062x00000AGkvqAAD,0012x000005TO9PAAW,51,,Living Expenses,5,450,9.714,Fortnightly,Loan Paid,
14129,0032x0000042fZ6AAI,584512,2492255,0062x00000AADGaAAP,0012x000005TO9PAAW,51,,Vehicle Expenses,5,400,10.429,Fortnightly,Loan Paid,
14130,0032x0000042fZ6AAI,563003,2348991,0062x000009prWNAAY,0012x000005TO9PAAW,51,,Home Maintenance & Repairs,8,3500,16.143,Fortnightly,Loan Paid,
14131,0032x0000042fZ6AAI,554985,2289640,0062x000009gQPMAA2,0012x000005TO9PAAW,51,,Living Expenses,5,250,10.429,Fortnightly,Loan Paid,
14132,0032x0000042fZ6AAI,547492,2231557,0062x000009WBw3AAG,0012x000005TO9PAAW,51,,Medical Expenses,5,250,9.143,Fortnightly,Loan Paid,
14133,0032x0000042fZ6AAI,541588,2189131,0062x000009UrI7AAK,0012x000005TO9PAAW,51,,Living Expenses,7,1300,13.143,Fortnightly,Loan Paid,
14134,0032x0000042fZ6AAI,540101,2177512,0062x000009UQRrAAO,0012x000005TO9PAAW,51,,Vehicle Expenses,5,250,9.571,Fortnightly,Loan Paid,
14135,0032x0000042fZ6AAI,536998,2155054,0062x000009TVlQAAW,0012x000005TO9PAAW,51,,Living Expenses,5,300,8.714,Fortnightly,Loan Paid,
14136,0032x0000042fZ6AAI,531121,2112442,0062x000008dkqAAAQ,0012x000005TO9PAAW,51,,Living Expenses,5,400,8.714,Fortnightly,Loan Paid,
14137,0032x0000042fZ6AAI,528246,2092238,0062x000009HDQqAAO,0012x000005TO9PAAW,51,,Living Expenses,10,250,10.571,Weekly,Loan Paid,
14138,0032x0000042fZ6AAI,521899,2042479,0062x000009Fs78AAC,0012x000005TO9PAAW,51,,Home Maintenance & Repairs,14,1500,13.714,Weekly,Loan Paid,
14139,0032x0000042fZ6AAI,519479,2022779,0062x000009B3QRAA0,0012x000005TO9PAAW,51,,Living Expenses,10,500,9.714,Weekly,Loan Paid,
14140,0032x0000042fZ6AAI,515098,1992852,0062x000009A5UXAA0,0012x000005TO9PAAW,51,,Living Expenses,14,800,14.0,Weekly,Loan Paid,
14141,0032x0000042fZ6AAI,513320,1979918,0062x0000099i0SAAQ,0012x000005TO9PAAW,51,,Home Maintenance & Repairs,10,350,10.714,Weekly,Loan Paid,
14142,0032x0000042fZ6AAI,510107,1958221,0062x00000993GeAAI,0012x000005TO9PAAW,51,,Vehicle Expenses,10,500,10.571,Weekly,Loan Paid,
14143,0032x0000042fZ6AAI,508414,1947472,0062x0000098bMGAAY,0012x000005TO9PAAW,51,,Other Expenses,9,1300,9.0,Weekly,Loan Paid,
14144,0032x0000042fZ6AAI,505246,1928124,0062x0000097xSDAAY,0012x000005TO9PAAW,51,,Home Maintenance & Repairs,10,300,9.857,Weekly,Loan Paid,
14145,0032x0000042fZ6AAI,497778,1885932,0062x0000092Es4AAE,0012x000005TO9PAAW,51,,Home Maintenance & Repairs,10,500,10.857,Weekly,Loan Paid,
14146,0032x0000042fZ6AAI,491210,1844852,0062x0000090rDwAAI,0012x000005TO9PAAW,51,,Living Expenses,10,1600,9.714,Weekly,Loan Paid,
14147,0032x0000042fZ6AAI,475111,1742806,0062x0000089MInAAM,0012x000005TO9PAAW,51,,Vehicle Expenses,14,1000,13.857,Weekly,Loan Paid,
14148,0032x0000042fZ6AAI,465349,1683953,0062x0000087WfMAAU,0012x000005TO9PAAW,51,,Vehicle Expenses,10,500,10.0,Weekly,Loan Paid,
14149,0032x0000042fZ6AAI,442509,1528194,0062x000007Yyy4AAC,0012x000005TO9PAAW,51,,Furniture or Appliances,14,600,13.857,Weekly,Loan Paid,
14150,0032800001GwIZJAA3,439373,1502097,0062x0000074wsCAAQ,0012800001Z5quwAAB,50,,Vehicle Expenses,10,1500,9.857,Weekly,Loan Paid,
14151,0032800001GwIZJAA3,586707,2503332,0062x00000AGaNNAA1,0012800001Z5quwAAB,50,,Living Expenses,7,700,14.0,Fortnightly,Loan Paid,
14152,0032800001GwIZJAA3,584412,2491706,0062x00000AACK3AAP,0012800001Z5quwAAB,50,,Vehicle Expenses,10,800,9.714,Weekly,Loan Paid,
14153,0032800001GwIZJAA3,579050,2460191,0062x00000A9PY6AAN,0012800001Z5quwAAB,50,,Living Expenses,10,600,13.857,Weekly,Loan Paid,
14154,0032800001GwIZJAA3,564747,2361688,0062x000009qCYUAA2,0012800001Z5quwAAB,50,,Living Expenses,10,600,13.714,Weekly,Loan Paid,
14155,0032800001GwIZJAA3,555098,2290261,0062x000009gRB0AAM,0012800001Z5quwAAB,50,,Living Expenses,10,200,9.714,Weekly,Loan Paid,
14156,0032800001GwIZJAA3,551803,2265159,0062x000009fmeNAAQ,0012800001Z5quwAAB,50,,Vehicle Expenses,10,1500,13.714,Weekly,Loan Paid,
14157,0032800001DrlTXAAZ,538993,2170708,0062x000009U8ayAAC,0012800001VofatAAB,50,,Vehicle Expenses,7,700,14.0,Fortnightly,Loan Paid,
14158,0032800001DrlTXAAZ,529709,2103289,0062x000009HUioAAG,0012800001VofatAAB,50,,Relocation Expenses,5,300,9.143,Fortnightly,Loan Paid,
14159,0032800001GwIZJAA3,517283,2005157,0062x000009ASfxAAG,0012800001Z5quwAAB,50,,Furniture or Appliances,10,2500,10.571,Weekly,Loan Paid,
14160,0032800001DrlTXAAZ,508472,1947768,0062x0000098cFuAAI,0012800001VofatAAB,50,,Medical Expenses,7,750,14.143,Fortnightly,Loan Paid,
14161,0032800001DrlTXAAZ,494397,1865108,0062x0000091WJuAAM,0012800001VofatAAB,50,,Other Expenses,7,600,14.0,Fortnightly,Loan Paid,
14162,0032800001DrlTXAAZ,469298,1707400,0062x0000088FSEAA2,0012800001VofatAAB,50,,Vehicle Expenses,7,600,13.857,Fortnightly,Loan Paid,
14163,0032800001DrlTXAAZ,459554,1646188,0062x00000713pSAAQ,0012800001VofatAAB,50,,Medical Expenses,5,250,9.143,Fortnightly,Loan Paid,
14164,0032800001GwIZJAA3,453591,1605526,0062x000007azvMAAQ,0012800001Z5quwAAB,50,,Vehicle Expenses,16,5000,16.143,Weekly,Loan Paid,
14165,0032800001DrlTXAAZ,451116,1588084,0062x000007aVYnAAM,0012800001VofatAAB,50,,Medical Expenses,7,700,14.0,Fortnightly,Loan Paid,
14166,0032800001DrlTXAAZ,441383,1517993,0062x000007YjDIAA0,0012800001VofatAAB,50,,Medical Expenses,5,700,13.429,Fortnightly,Loan Paid,
14167,0032800001GwIZJAA3,594554,2544816,0062x00000AHgQiAAL,0012800001Z5quwAAB,50,,Living Expenses,5,300,9.143,Fortnightly,Loan Paid,
14168,00328000019uswzAAA,451655,1591027,0062x000007aayuAAA,0012800001SDU9yAAH,49,,Home Maintenance & Repairs,7,4500,13.857,Fortnightly,Loan Paid,
14169,0030K00001M7eKPQAZ,583789,2488399,0062x00000AA7t4AAD,0010K00001cAVTUQA4,49,,Living Expenses,14,700,13.714,Weekly,Loan Paid,
14170,00328000019uswzAAA,578790,2458841,0062x00000A9NCbAAN,0012800001SDU9yAAH,49,,Home Maintenance & Repairs,8,4600,16.0,Fortnightly,Loan Paid,
14171,0030K00001M7eKPQAZ,576226,2440440,0062x00000A8x0uAAB,0010K00001cAVTUQA4,49,,Travel Expenses,5,700,5.571,Weekly,Loan Paid,
14172,0030K00001M7eKPQAZ,573068,2417897,0062x00000A8NJzAAN,0010K00001cAVTUQA4,49,,Living Expenses,10,500,10.429,Weekly,Loan Paid,
14173,0030K00001M7eKPQAZ,561891,2341385,0062x000009pfOFAAY,0010K00001cAVTUQA4,49,,Home Maintenance & Repairs,14,600,14.429,Weekly,Loan Paid,
14174,0030K00001M7eKPQAZ,554239,2283664,0062x000009gH3JAAU,0010K00001cAVTUQA4,49,,Home Maintenance & Repairs,10,500,9.857,Weekly,Loan Paid,
14175,0030K00001M7eKPQAZ,548344,2237106,0062x000009WLDsAAO,0010K00001cAVTUQA4,49,,Living Expenses,10,500,9.857,Weekly,Loan Paid,
14176,0030K00001M7eKPQAZ,543216,2199675,0062x000009VCSMAA4,0010K00001cAVTUQA4,49,,Living Expenses,10,200,10.571,Weekly,Loan Paid,
14177,00328000019uswzAAA,527733,2088478,0062x000009H72cAAC,0012800001SDU9yAAH,49,,Living Expenses,8,4500,15.857,Fortnightly,Loan Paid,
14178,0030K00001M7eKPQAZ,486314,1816396,0062x000008zsmXAAQ,0010K00001cAVTUQA4,49,,Travel Expenses,10,300,10.143,Weekly,Loan Paid,
14179,00328000019uswzAAA,481428,1786081,0062x000008yzpQAAQ,0012800001SDU9yAAH,49,,Living Expenses,7,4500,13.857,Fortnightly,Loan Paid,
14180,0030K00001M7eKPQAZ,478908,1769324,0062x000008A93HAAS,0010K00001cAVTUQA4,49,,Living Expenses,10,700,9.857,Weekly,Loan Paid,
14181,0030K00001M7eKPQAZ,453495,1604965,0062x000007aypbAAA,0010K00001cAVTUQA4,49,,Travel Expenses,14,1000,14.0,Weekly,Loan Paid,
14182,0030K00001vJaohQAC,5066197,1533953,0062x000007Z76UAAS,0010K000026N8lUQAS,48,,Travel Expenses,6,500,6.143,Weekly,Loan Paid,
14183,0030K00001vJaohQAC,5100469,2512291,0062x00000AGrqtAAD,0010K000026N8lUQAS,48,,Travel Expenses,6,500,6.0,Weekly,Loan Paid,
14184,00328000019ut8KAAQ,583766,2488311,0062x00000AA7goAAD,0012800001SDULPAA5,48,,Other Expenses,7,500,13.857,Fortnightly,Loan Paid,
14185,0030K00001vJaohQAC,5097849,2438098,0062x00000A8tXCAAZ,0010K000026N8lUQAS,48,,Travel Expenses,6,500,6.143,Weekly,Loan Paid,
14186,0030K00001vJaohQAC,5094590,2334890,0062x000009pW6fAAE,0010K000026N8lUQAS,48,,Home Maintenance & Repairs,6,500,6.143,Weekly,Loan Paid,
14187,00328000019ut8KAAQ,559533,2323112,0062x000009pAjXAAU,0012800001SDULPAA5,48,,Living Expenses,5,400,10.286,Fortnightly,Loan Paid,
14188,00328000019ut8KAAQ,553592,2279231,0062x000009g9VxAAI,0012800001SDULPAA5,48,,Travel Expenses,5,200,10.143,Fortnightly,Loan Paid,
14189,0030K00001vJaohQAC,5092470,2264020,0062x000009fkJjAAI,0010K000026N8lUQAS,48,,Vehicle Expenses,6,500,6.143,Weekly,Loan Paid,
14190,0030K00001vJaohQAC,5088699,2155642,0062x000009TWd0AAG,0010K000026N8lUQAS,48,,Home Maintenance & Repairs,6,500,6.0,Weekly,Loan Paid,
14191,0030K00001vJaohQAC,5086150,2089141,0062x000009H8VFAA0,0010K000026N8lUQAS,48,,Vehicle Expenses,6,500,6.143,Weekly,Loan Paid,
14192,0030K00001vJaohQAC,5083659,2023021,0062x000009B41SAAS,0010K000026N8lUQAS,48,,Furniture or Appliances,6,500,6.143,Weekly,Loan Paid,
14193,00328000019ut8KAAQ,507644,1942183,0062x0000098QvpAAE,0012800001SDULPAA5,48,,Travel Expenses,14,800,27.286,Fortnightly,Loan Paid,
14194,0030K00001vJaohQAC,5080384,1932385,0062x00000987LJAAY,0010K000026N8lUQAS,48,,Travel Expenses,6,500,6.143,Weekly,Loan Paid,
14195,0030K00001vJaohQAC,5077551,1852198,0062x00000914bLAAQ,0010K000026N8lUQAS,48,,Vehicle Expenses,6,500,5.714,Weekly,Loan Paid,
14196,0030K00001vJaohQAC,5075437,1786706,0062x000008z16uAAA,0010K000026N8lUQAS,48,,Vehicle Expenses,6,500,6.143,Weekly,Loan Paid,
14197,00328000019ut8KAAQ,474126,1736692,0062x000008996EAAQ,0012800001SDULPAA5,48,,Life Event Expenses,5,300,10.0,Fortnightly,Loan Paid,
14198,0030K00001vJaohQAC,5072927,1727149,0062x0000088sguAAA,0010K000026N8lUQAS,48,,Travel Expenses,6,500,6.143,Weekly,Loan Paid,
14199,0030K00001vJaohQAC,5070087,1656577,0062x0000086V83AAE,0010K000026N8lUQAS,48,,Vehicle Expenses,6,500,6.0,Weekly,Loan Paid,
14200,0030K00001vJaohQAC,5067918,1592345,0062x000007adHyAAI,0010K000026N8lUQAS,48,,Travel Expenses,6,500,6.143,Weekly,Loan Paid,
14201,003280000128jUcAAI,438154,1492313,0062x0000074eyjAAA,0012800001IzG4iAAF,47,,Vehicle Expenses,10,550,13.714,Weekly,Loan Paid,
14202,0030K00001MaUFQQA3,596949,2556151,0062x00000AHybxAAD,0010K00001cQWDjQAO,47,,Furniture or Appliances,3,500,12.714,Monthly,Loan Paid,
14203,00328000019ut3oAAA,594874,2543804,0062x00000AHegUAAT,0012800001SDUGsAAP,47,,Living Expenses,3,5000,12.0,Monthly,Loan Paid,
14204,0032x000002db0PAAQ,5101693,2544324,0062x00000AHfXdAAL,0012x000003EkGYAA0,47,,Furniture or Appliances,6,600,6.429,Weekly,Loan Paid,
14205,003280000128jUcAAI,592309,2532123,0062x00000AHO2fAAH,0012800001IzG4iAAF,47,,Vehicle Expenses,14,600,13.714,Weekly,Loan Paid,
14206,0032x000002db0PAAQ,5100592,2517423,0062x00000AGzEsAAL,0012x000003EkGYAA0,47,,Life Event Expenses,6,200,5.571,Weekly,Loan Paid,
14207,0032x000002db0PAAQ,5098878,2463658,0062x00000A9UwmAAF,0012x000003EkGYAA0,47,,Furniture or Appliances,6,500,6.0,Weekly,Loan Paid,
14208,0030K00001Oeq84QAB,576082,2438722,0062x00000A8ur4AAB,0010K00001eKVkbQAG,47,,Living Expenses,5,450,9.714,Fortnightly,Loan Paid,
14209,00328000015Si7QAAS,573988,2424692,0062x00000A8YRGAA3,0012800001MwUDDAA3,47,,Travel Expenses,5,2000,9.429,Fortnightly,Loan Paid,
14210,0032x000002db0PAAQ,5097062,2410869,0062x00000A8DcDAAV,0012x000003EkGYAA0,47,,Furniture or Appliances,6,300,6.0,Weekly,Loan Paid,
14211,0032x000002db0PAAQ,5095737,2364724,0062x000009qGfkAAE,0012x000003EkGYAA0,47,,Other Expenses,6,200,5.857,Weekly,Loan Paid,
14212,0030K00001MaUFQQA3,564080,2358159,0062x000009q6OlAAI,0010K00001cQWDjQAO,47,,Living Expenses,3,300,12.571,Monthly,Loan Paid,
14213,0032x000002db0PAAQ,5094577,2334605,0062x000009pVSGAA2,0012x000003EkGYAA0,47,,Life Event Expenses,6,400,6.0,Weekly,Loan Paid,
14214,00328000019ut1DAAQ,560594,2332276,0062x000009pRurAAE,0012800001SDUE7AAP,47,,Home Maintenance & Repairs,5,2000,13.714,Fortnightly,Loan Paid,
